Time (min),Value (pA)
8.405,3.089646
8.406667,3.088491
8.408333,3.087837
8.41,3.088669
8.411667,3.089736
8.413333,3.09041
8.415,3.091814
8.416667,3.093368
8.418333,3.093431
8.42,3.09333
8.421667,3.092553
8.423333,3.09182
8.425,3.0919
8.426667,3.09323
8.428333,3.093528
8.43,3.093935
8.431667,3.094849
8.433333,3.095061
8.435,3.094562
8.436667,3.09398
8.438333,3.093834
8.44,3.09393
8.441667,3.093659
8.443333,3.09421
8.445,3.093952
8.446667,3.093621
8.448333,3.093474
8.45,3.093909
8.451667,3.093667
8.453333,3.093891
8.455,3.094579
8.456667,3.094585
8.458333,3.09403
8.46,3.094873
8.461667,3.09438
8.463333,3.094195
8.465,3.093162
8.466667,3.092504
8.468333,3.091494
8.47,3.091234
8.471667,3.092211
8.473333,3.093486
8.475,3.096281
8.476667,3.098581
8.478333,3.101916
8.48,3.106249
8.481667,3.111599
8.483333,3.11972
8.485,3.130962
8.486667,3.143255
8.488333,3.156701
8.49,3.169132
8.491667,3.180207
8.493333,3.187662
8.495,3.194636
8.496667,3.197386
8.498333,3.197223
8.5,3.195929
8.501667,3.193543
8.503333,3.188733
8.505,3.184957
8.506667,3.180382
8.508333,3.175797
8.51,3.171372
8.511667,3.16696
8.513333,3.161526
8.515,3.1574
8.516667,3.154552
8.518333,3.150905
8.52,3.147692
8.521667,3.146361
8.523333,3.144996
8.525,3.142685
8.526667,3.13944
8.528333,3.13553
8.53,3.133104
8.531667,3.131914
8.533333,3.130618
8.535,3.127453
8.536667,3.125073
8.538333,3.122522
8.54,3.119924
8.541667,3.116748
8.543333,3.113488
8.545,3.110931
8.546667,3.109772
8.548333,3.108134
8.55,3.106374
8.551667,3.105016
8.553333,3.105558
8.555,3.106754
8.556667,3.10554
8.558333,3.105124
8.56,3.104022
8.561667,3.102694
8.563333,3.101427
8.565,3.09969
8.566667,3.097869
8.568333,3.097602
8.57,3.098507
8.571667,3.098874
8.573333,3.096467
8.575,3.094335
8.576667,3.092828
8.578333,3.091521
8.58,3.090608
8.581667,3.090158
8.583333,3.089036
8.585,3.089136
8.586667,3.08943
8.588333,3.089772
8.59,3.090157
8.591667,3.089499
8.593333,3.08903
8.595,3.087849
8.596667,3.087004
8.598333,3.087515
8.6,3.086838
8.601667,3.086068
8.603333,3.085558
8.605,3.087272
8.606667,3.088828
8.608333,3.089381
8.61,3.091017
8.611667,3.092298
8.613333,3.093468
8.615,3.094116
8.616667,3.093154
8.618333,3.091064
8.62,3.087632
8.621667,3.0862
8.623333,3.083904
8.625,3.082057
8.626667,3.082716
8.628333,3.081385
8.63,3.080465
8.631667,3.080804
8.633333,3.081851
8.635,3.082616
8.636667,3.082402
8.638333,3.084082
8.64,3.085465
8.641667,3.086507
8.643333,3.087375
8.645,3.086984
8.646667,3.087044
8.648333,3.086878
8.65,3.086092
8.651667,3.08456
8.653333,3.082906
8.655,3.082487
8.656667,3.083002
8.658333,3.081441
8.66,3.079829
8.661667,3.079616
8.663333,3.079463
8.665,3.079309
8.666667,3.079587
8.668333,3.079387
8.67,3.079919
8.671667,3.080809
8.673333,3.080926
8.675,3.078835
8.676667,3.076124
8.678333,3.074712
8.68,3.072717
8.681667,3.072166
8.683333,3.072151
8.685,3.071754
8.686667,3.072519
8.688333,3.072853
8.69,3.072487
8.691667,3.072994
8.693333,3.072484
8.695,3.071877
8.696667,3.070869
8.698333,3.070989
8.7,3.071904
8.701667,3.073155
8.703333,3.073849
8.705,3.074614
8.706667,3.074711
8.708333,3.075838
8.71,3.076841
8.711667,3.076532
8.713333,3.076849
8.715,3.07659
8.716667,3.078497
8.718333,3.081034
8.72,3.081374
8.721667,3.0821
8.723333,3.081859
8.725,3.081015
8.726667,3.082087
8.728333,3.081725
8.73,3.080642
8.731667,3.078596
8.733333,3.077826
8.735,3.076484
8.736667,3.073834
8.738333,3.073058
8.74,3.072317
8.741667,3.071408
8.743333,3.073292
8.745,3.073811
8.746667,3.07423
8.748333,3.073606
8.75,3.073332
8.751667,3.072236
8.753333,3.07172
8.755,3.07267
8.756667,3.072738
8.758333,3.070957
8.76,3.070349
8.761667,3.069249
8.763333,3.068822
8.765,3.068052
8.766667,3.067705
8.768333,3.067172
8.77,3.068104
8.771667,3.069521
8.773333,3.069779
8.775,3.070091
8.776667,3.070214
8.778333,3.070011
8.78,3.06992
8.781667,3.071342
8.783333,3.070841
8.785,3.070789
8.786667,3.070161
8.788333,3.069758
8.79,3.068794
8.791667,3.069256
8.793333,3.06845
8.795,3.068123
8.796667,3.068069
8.798333,3.068809
8.8,3.068458
8.801667,3.069221
8.803333,3.06903
8.805,3.069258
8.806667,3.069603
8.808333,3.070878
8.81,3.072559
8.811667,3.074866
8.813333,3.076739
8.815,3.079221
8.816667,3.082417
8.818333,3.086563
8.82,3.088662
8.821667,3.08961
8.823333,3.089471
8.825,3.088054
8.826667,3.088415
8.828333,3.089205
8.83,3.088853
8.831667,3.08905
8.833333,3.090117
8.835,3.092446
8.836667,3.092522
8.838333,3.091096
8.84,3.088248
8.841667,3.086087
8.843333,3.084776
8.845,3.083998
8.846667,3.082593
8.848333,3.081891
8.85,3.081445
8.851667,3.082253
8.853333,3.082072
8.855,3.082278
8.856667,3.081683
8.858333,3.082378
8.86,3.083456
8.861667,3.085368
8.863333,3.086738
8.865,3.088181
8.866667,3.087689
8.868333,3.086569
8.87,3.085191
8.871667,3.083914
8.873333,3.081697
8.875,3.079762
8.876667,3.078575
8.878333,3.077764
8.88,3.077932
8.881667,3.078432
8.883333,3.078369
8.885,3.078517
8.886667,3.077498
8.888333,3.07769
8.89,3.079135
8.891667,3.078428
8.893333,3.078193
8.895,3.07785
8.896667,3.076797
8.898333,3.075653
8.9,3.074871
8.901667,3.073814
8.903333,3.072623
8.905,3.072552
8.906667,3.072483
8.908333,3.072353
8.91,3.073533
8.911667,3.074925
8.913333,3.075979
8.915,3.075766
8.916667,3.077397
8.918333,3.079009
8.92,3.081863
8.921667,3.083358
8.923333,3.084806
8.925,3.088055
8.926667,3.09011
8.928333,3.092525
8.93,3.092726
8.931667,3.091025
8.933333,3.09072
8.935,3.090377
8.936667,3.090046
8.938333,3.089748
8.94,3.089905
8.941667,3.090787
8.943333,3.090918
8.945,3.091565
8.946667,3.091582
8.948333,3.091216
8.95,3.090232
8.951667,3.089921
8.953333,3.088651
8.955,3.087053
8.956667,3.086232
8.958333,3.084587
8.96,3.084257
8.961667,3.083824
8.963333,3.08314
8.965,3.082541
8.966667,3.083184
8.968333,3.084585
8.97,3.086991
8.971667,3.088958
8.973333,3.090748
8.975,3.092358
8.976667,3.094751
8.978333,3.09556
8.98,3.096269
8.981667,3.096058
8.983333,3.095514
8.985,3.093995
8.986667,3.092334
8.988333,3.091696
8.99,3.090012
8.991667,3.090614
8.993333,3.09088
8.995,3.092025
8.996667,3.093783
8.998333,3.094306
9,3.094808
9.001667,3.094636
9.003333,3.09361
9.005,3.094279
9.006667,3.09348
9.008333,3.09304
9.01,3.090636
9.011667,3.089438
9.013333,3.08796
9.015,3.087227
9.016667,3.085846
9.018333,3.083754
9.02,3.082734
9.021667,3.08303
9.023333,3.081692
9.025,3.080937
9.026667,3.079556
9.028333,3.078758
9.03,3.077654
9.031667,3.07716
9.033333,3.075911
9.035,3.075298
9.036667,3.076302
9.038333,3.076229
9.04,3.074697
9.041667,3.074418
9.043333,3.073172
9.045,3.070681
9.046667,3.069848
9.048333,3.068259
9.05,3.066885
9.051667,3.065448
9.053333,3.065776
9.055,3.06542
9.056667,3.064641
9.058333,3.063654
9.06,3.064563
9.061667,3.065515
9.063333,3.067423
9.065,3.067154
9.066667,3.067749
9.068333,3.068163
9.07,3.068151
9.071667,3.066687
9.073333,3.0653
9.075,3.063476
9.076667,3.064094
9.078333,3.065029
9.08,3.065809
9.081667,3.066639
9.083333,3.068362
9.085,3.06961
9.086667,3.068139
9.088333,3.066324
9.09,3.065708
9.091667,3.064356
9.093333,3.063995
9.095,3.064293
9.096667,3.065036
9.098333,3.065549
9.1,3.066974
9.101667,3.067543
9.103333,3.067032
9.105,3.065235
9.106667,3.064517
9.108333,3.063341
9.11,3.062913
9.111667,3.063279
9.113333,3.063827
9.115,3.064684
9.116667,3.066232
9.118333,3.066516
9.12,3.066045
9.121667,3.065692
9.123333,3.065708
9.125,3.065243
9.126667,3.064917
9.128333,3.065058
9.13,3.064464
9.131667,3.064391
9.133333,3.062986
9.135,3.06156
9.136667,3.060776
9.138333,3.059646
9.14,3.06022
9.141667,3.060722
9.143333,3.060757
9.145,3.062056
9.146667,3.062468
9.148333,3.062362
9.15,3.060939
9.151667,3.060785
9.153333,3.059185
9.155,3.057992
9.156667,3.057286
9.158333,3.055967
9.16,3.054371
9.161667,3.053428
9.163333,3.052516
9.165,3.051764
9.166667,3.052905
9.168333,3.054257
9.17,3.055062
9.171667,3.056355
9.173333,3.056386
9.175,3.055948
9.176667,3.054828
9.178333,3.0537
9.18,3.053232
9.181667,3.053399
9.183333,3.054235
9.185,3.053849
9.186667,3.05357
9.188333,3.054416
9.19,3.054345
9.191667,3.05371
9.193333,3.053334
9.195,3.054256
9.196667,3.055466
9.198333,3.055613
9.2,3.05684
9.201667,3.05817
9.203333,3.059408
9.205,3.061046
9.206667,3.061733
9.208333,3.06182
9.21,3.060676
9.211667,3.059598
9.213333,3.056705
9.215,3.053319
9.216667,3.051205
9.218333,3.050175
9.22,3.049748
9.221667,3.050383
9.223333,3.051128
9.225,3.051662
9.226667,3.05144
9.228333,3.052999
9.23,3.054029
9.231667,3.054228
9.233333,3.054289
9.235,3.054895
9.236667,3.055094
9.238333,3.054988
9.24,3.054049
9.241667,3.052916
9.243333,3.053005
9.245,3.053337
9.246667,3.053036
9.248333,3.05252
9.25,3.052351
9.251667,3.052239
9.253333,3.053362
9.255,3.054253
9.256667,3.054986
9.258333,3.056309
9.26,3.057118
9.261667,3.05656
9.263333,3.055618
9.265,3.054843
9.266667,3.053984
9.268333,3.053876
9.27,3.054429
9.271667,3.054901
9.273333,3.055251
9.275,3.05565
9.276667,3.056911
9.278333,3.059292
9.28,3.060758
9.281667,3.061584
9.283333,3.062368
9.285,3.062516
9.286667,3.061037
9.288333,3.059894
9.29,3.058335
9.291667,3.055404
9.293333,3.053952
9.295,3.053055
9.296667,3.052564
9.298333,3.051704
9.3,3.051437
9.301667,3.052036
9.303333,3.0524
9.305,3.053217
9.306667,3.053487
9.308333,3.053674
9.31,3.053009
9.311667,3.053126
9.313333,3.052882
9.315,3.053505
9.316667,3.054294
9.318333,3.056585
9.32,3.058038
9.321667,3.059469
9.323333,3.061914
9.325,3.064179
9.326667,3.067419
9.328333,3.070431
9.33,3.072894
9.331667,3.076101
9.333333,3.079014
9.335,3.081304
9.336667,3.082278
9.338333,3.084311
9.34,3.085156
9.341667,3.08577
9.343333,3.088273
9.345,3.089197
9.346667,3.090402
9.348333,3.090449
9.35,3.090432
9.351667,3.090668
9.353333,3.091345
9.355,3.092006
9.356667,3.091683
9.358333,3.090552
9.36,3.088947
9.361667,3.087396
9.363333,3.085398
9.365,3.082766
9.366667,3.081646
9.368333,3.082334
9.37,3.083507
9.371667,3.083591
9.373333,3.083894
9.375,3.082798
9.376667,3.082305
9.378333,3.082608
9.38,3.08074
9.381667,3.079515
9.383333,3.079982
9.385,3.078465
9.386667,3.076789
9.388333,3.073394
9.39,3.071612
9.391667,3.069732
9.393333,3.06896
9.395,3.068493
9.396667,3.066907
9.398333,3.066935
9.4,3.067667
9.401667,3.066088
9.403333,3.064924
9.405,3.063829
9.406667,3.064231
9.408333,3.064197
9.41,3.064488
9.411667,3.064621
9.413333,3.063083
9.415,3.061773
9.416667,3.060525
9.418333,3.059577
9.42,3.058756
9.421667,3.059692
9.423333,3.05999
9.425,3.060578
9.426667,3.060332
9.428333,3.060486
9.43,3.058685
9.431667,3.057107
9.433333,3.055817
9.435,3.056505
9.436667,3.05697
9.438333,3.057114
9.44,3.055672
9.441667,3.054789
9.443333,3.053514
9.445,3.053368
9.446667,3.050997
9.448333,3.049578
9.45,3.048809
9.451667,3.050044
9.453333,3.050776
9.455,3.051524
9.456667,3.0522
9.458333,3.05369
9.46,3.053645
9.461667,3.05261
9.463333,3.051476
9.465,3.050535
9.466667,3.04962
9.468333,3.048437
9.47,3.04786
9.471667,3.048747
9.473333,3.048949
9.475,3.049203
9.476667,3.0476
9.478333,3.048574
9.48,3.049495
9.481667,3.048782
9.483333,3.048199
9.485,3.04701
9.486667,3.047302
9.488333,3.047604
9.49,3.047522
9.491667,3.047123
9.493333,3.046897
9.495,3.048579
9.496667,3.047336
9.498333,3.046231
9.5,3.044946
9.501667,3.045048
9.503333,3.044538
9.505,3.044047
9.506667,3.044979
9.508333,3.046727
9.51,3.047043
9.511667,3.04727
9.513333,3.047358
9.515,3.048852
9.516667,3.051093
9.518333,3.054661
9.52,3.059915
9.521667,3.0688
9.523333,3.080425
9.525,3.093136
9.526667,3.105492
9.528333,3.118237
9.53,3.129447
9.531667,3.136141
9.533333,3.138043
9.535,3.134187
9.536667,3.126419
9.538333,3.116835
9.54,3.104352
9.541667,3.091501
9.543333,3.080804
9.545,3.072798
9.546667,3.06723
9.548333,3.06149
9.55,3.056762
9.551667,3.052324
9.553333,3.048274
9.555,3.047235
9.556667,3.045665
9.558333,3.044125
9.56,3.044124
9.561667,3.046129
9.563333,3.047575
9.565,3.04798
9.566667,3.048143
9.568333,3.048393
9.57,3.047414
9.571667,3.048576
9.573333,3.048306
9.575,3.047747
9.576667,3.047111
9.578333,3.046174
9.58,3.043293
9.581667,3.042936
9.583333,3.042783
9.585,3.042204
9.586667,3.041872
9.588333,3.04316
9.59,3.043196
9.591667,3.043178
9.593333,3.041912
9.595,3.041225
9.596667,3.040495
9.598333,3.041157
9.6,3.041975
9.601667,3.04242
9.603333,3.043773
9.605,3.04396
9.606667,3.044278
9.608333,3.04475
9.61,3.04446
9.611667,3.04458
9.613333,3.044774
9.615,3.044648
9.616667,3.045871
9.618333,3.046955
9.62,3.047923
9.621667,3.048695
9.623333,3.048695
9.625,3.048886
9.626667,3.047582
9.628333,3.04682
9.63,3.046617
9.631667,3.045015
9.633333,3.043124
9.635,3.042643
9.636667,3.042225
9.638333,3.041606
9.64,3.040226
9.641667,3.041126
9.643333,3.041625
9.645,3.043064
9.646667,3.044629
9.648333,3.044964
9.65,3.044318
9.651667,3.046023
9.653333,3.046642
9.655,3.045684
9.656667,3.044691
9.658333,3.044759
9.66,3.044755
9.661667,3.044104
9.663333,3.043806
9.665,3.042733
9.666667,3.042603
9.668333,3.043738
9.67,3.044299
9.671667,3.042992
9.673333,3.043516
9.675,3.04512
9.676667,3.046809
9.678333,3.04695
9.68,3.045881
9.681667,3.045168
9.683333,3.046633
9.685,3.047755
9.686667,3.047873
9.688333,3.047109
9.69,3.046933
9.691667,3.046762
9.693333,3.045548
9.695,3.043595
9.696667,3.043281
9.698333,3.044924
9.7,3.046723
9.701667,3.048275
9.703333,3.048095
9.705,3.047994
9.706667,3.047057
9.708333,3.04579
9.71,3.043225
9.711667,3.040113
9.713333,3.040109
9.715,3.040595
9.716667,3.040525
9.718333,3.039986
9.72,3.040377
9.721667,3.041968
9.723333,3.043666
9.725,3.04502
9.726667,3.045888
9.728333,3.045796
9.73,3.047816
9.731667,3.050049
9.733333,3.050805
9.735,3.050615
9.736667,3.051251
9.738333,3.050771
9.74,3.049776
9.741667,3.047908
9.743333,3.046699
9.745,3.046944
9.746667,3.047875
9.748333,3.046994
9.75,3.046869
9.751667,3.047014
9.753333,3.049103
9.755,3.050381
9.756667,3.05159
9.758333,3.05271
9.76,3.054127
9.761667,3.055017
9.763333,3.053542
9.765,3.050185
9.766667,3.047653
9.768333,3.044396
9.77,3.044037
9.771667,3.043816
9.773333,3.044493
9.775,3.045419
9.776667,3.046222
9.778333,3.04662
9.78,3.046594
9.781667,3.046363
9.783333,3.045786
9.785,3.045583
9.786667,3.046683
9.788333,3.046899
9.79,3.046638
9.791667,3.047115
9.793333,3.047857
9.795,3.048998
9.796667,3.049718
9.798333,3.049598
9.8,3.049776
9.801667,3.049638
9.803333,3.050066
9.805,3.050879
9.806667,3.051052
9.808333,3.050955
9.81,3.050748
9.811667,3.052198
9.813333,3.05306
9.815,3.053724
9.816667,3.05389
9.818333,3.053478
9.82,3.052885
9.821667,3.053372
9.823333,3.051919
9.825,3.049157
9.826667,3.046669
9.828333,3.044183
9.83,3.042794
9.831667,3.042495
9.833333,3.041323
9.835,3.039856
9.836667,3.039361
9.838333,3.041771
9.84,3.044509
9.841667,3.04626
9.843333,3.04663
9.845,3.046397
9.846667,3.047668
9.848333,3.048289
9.85,3.048102
9.851667,3.048208
9.853333,3.048443
9.855,3.049468
9.856667,3.050128
9.858333,3.050767
9.86,3.050801
9.861667,3.051755
9.863333,3.053846
9.865,3.055693
9.866667,3.057867
9.868333,3.059628
9.87,3.060107
9.871667,3.0611
9.873333,3.060026
9.875,3.059674
9.876667,3.057876
9.878333,3.055882
9.88,3.053905
9.881667,3.052146
9.883333,3.050287
9.885,3.04845
9.886667,3.046685
9.888333,3.045105
9.89,3.043421
9.891667,3.041426
9.893333,3.039833
9.895,3.038628
9.896667,3.039305
9.898333,3.040794
9.9,3.041881
9.901667,3.043362
9.903333,3.044233
9.905,3.045127
9.906667,3.046536
9.908333,3.046878
9.91,3.045809
9.911667,3.044925
9.913333,3.044868
9.915,3.044161
9.916667,3.043743
9.918333,3.043181
9.92,3.042812
9.921667,3.044143
9.923333,3.046265
9.925,3.047759
9.926667,3.050329
9.928333,3.051542
9.93,3.053628
9.931667,3.054673
9.933333,3.056537
9.935,3.05727
9.936667,3.057874
9.938333,3.058155
9.94,3.057622
9.941667,3.055546
9.943333,3.054028
9.945,3.051413
9.946667,3.04874
9.948333,3.046342
9.95,3.045714
9.951667,3.044711
9.953333,3.045167
9.955,3.046031
9.956667,3.046496
9.958333,3.04767
9.96,3.04872
9.961667,3.049857
9.963333,3.050011
9.965,3.050196
9.966667,3.049732
9.968333,3.047179
9.97,3.047301
9.971667,3.047101
9.973333,3.045455
9.975,3.04444
9.976667,3.043083
9.978333,3.043319
9.98,3.042786
9.981667,3.04332
9.983333,3.044775
9.985,3.045456
9.986667,3.047082
9.988333,3.04827
9.99,3.048421
9.991667,3.048123
9.993333,3.048674
9.995,3.049506
9.996667,3.049837
9.998333,3.051488
10,3.054299
10.001667,3.056783
10.003333,3.058885
10.005,3.061063
10.006667,3.062578
10.008333,3.064244
10.01,3.066017
10.011667,3.068675
10.013333,3.070457
10.015,3.071609
10.016667,3.073714
10.018333,3.074476
10.02,3.074652
10.021667,3.072223
10.023333,3.069605
10.025,3.068652
10.026667,3.068067
10.028333,3.066629
10.03,3.064435
10.031667,3.062982
10.033333,3.061695
10.035,3.059896
10.036667,3.058207
10.038333,3.055708
10.04,3.055208
10.041667,3.056451
10.043333,3.057864
10.045,3.056627
10.046667,3.055835
10.048333,3.056547
10.05,3.055852
10.051667,3.054713
10.053333,3.053844
10.055,3.052348
10.056667,3.051186
10.058333,3.050037
10.06,3.047858
10.061667,3.045193
10.063333,3.044154
10.065,3.044249
10.066667,3.042773
10.068333,3.043016
10.07,3.04354
10.071667,3.04303
10.073333,3.043949
10.075,3.04402
10.076667,3.042763
10.078333,3.042058
10.08,3.042775
10.081667,3.042041
10.083333,3.041617
10.085,3.041985
10.086667,3.041754
10.088333,3.041868
10.09,3.042748
10.091667,3.042434
10.093333,3.041943
10.095,3.041642
10.096667,3.041823
10.098333,3.041425
10.1,3.04071
10.101667,3.040919
10.103333,3.040638
10.105,3.039448
10.106667,3.038306
10.108333,3.036649
10.11,3.035379
10.111667,3.033466
10.113333,3.031918
10.115,3.031422
10.116667,3.031878
10.118333,3.034231
10.12,3.035068
10.121667,3.035961
10.123333,3.03718
10.125,3.037404
10.126667,3.037484
10.128333,3.037064
10.13,3.036363
10.131667,3.036248
10.133333,3.037237
10.135,3.037053
10.136667,3.036808
10.138333,3.036947
10.14,3.035482
10.141667,3.032802
10.143333,3.031505
10.145,3.031165
10.146667,3.030641
10.148333,3.03123
10.15,3.032036
10.151667,3.032348
10.153333,3.034101
10.155,3.035333
10.156667,3.034829
10.158333,3.034438
10.16,3.035452
10.161667,3.035512
10.163333,3.034026
10.165,3.032868
10.166667,3.031555
10.168333,3.030276
10.17,3.030008
10.171667,3.029855
10.173333,3.02963
10.175,3.02975
10.176667,3.030777
10.178333,3.031713
10.18,3.031901
10.181667,3.032743
10.183333,3.032195
10.185,3.031262
10.186667,3.03095
10.188333,3.030568
10.19,3.029371
10.191667,3.028511
10.193333,3.028656
10.195,3.029132
10.196667,3.028772
10.198333,3.028887
10.2,3.028159
10.201667,3.028153
10.203333,3.028314
10.205,3.028771
10.206667,3.030056
10.208333,3.030969
10.21,3.031702
10.211667,3.032222
10.213333,3.0321
10.215,3.032567
10.216667,3.032961
10.218333,3.032862
10.22,3.032019
10.221667,3.031695
10.223333,3.030937
